content,author,timestamp,engagement_likes,engagement_comments,url,company_slug,source,platform
"Nos han elegido Mejor academia de repaso del barrio de Gracia. Muchas gracias a todos los que lo habeis hecho posible!!
https://lnkd.in/dSXDpuBV",Matiks,2025-07-20T18:41:27.961Z,4,0,https://es.linkedin.com/posts/matiks_las-mejores-academias-de-refuerzo-escolar-activity-7352769631461289984-yS8T,matiks,linkedin_ldjson_company,LinkedIn
